23,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=23,Canadian Corps of Commissionaires,7083562,2012-04-02,0460 - Services de protection,2012-04-02 au 2013-03-31,"29 454,50 $",Le présent marché a été adjugé dans le cadre d'un concours.
24,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=24,Canadian Corps of Commissionaires,7083882,2012-04-02,0460 - Services de protection,2012-04-02 au 2012-04-02,"50 408,67 $",Le présent marché a été adjugé dans le cadre d'un concours.
25,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=25,Canadian Corps of Commissionaires,7083955,2012-04-23,0460 - Services de protection,2012-04-23 au 2013-03-31,"203 648,60 $",Le présent marché a été adjugé dans le cadre d'un concours.
26,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=26,Canon Canada Incorporated.,7068761,2008-11-01,"0533 - Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",2008-11-01 au 2013-10-31,"60 934,36 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
27,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=27,Canon Canada Incorporated.,7068761,2012-06-18,"0533 - Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",2008-11-01 au 2013-10-31,"91 751,86 $ Modifiée ",Le présent marché comprend une modification ou plus.
28,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=28,CGI Information Systems and Management,7063426,2007-10-22,0472 - Conseillers en technologie d'information,2007-10-22 au 2012-07-31,"104 622,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
29,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=29,CGI Information Systems and Management,7063426,2012-06-27,0472 - Conseillers en technologie d'information,2007-10-22 au 2012-07-31,"1 325 347,44 $ Modifiée ",Le présent marché comprend une modification ou plus.
30,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=30,CGI Information Systems and Managem,7081331,2011-07-11,0472 - Conseillers en technologie d'information,2011-07-11 au 2012-11-30,"274 680,40 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
31,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=31,CGI Information Systems and Managem,7081331,2012-06-20,0472 - Conseillers en technologie d'information,2011-07-11 au 2012-09-03,"321 236,40 $ Modifiée ",Le présent marché comprend une modification ou plus.
32,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=32,CHARRON Human Resources Incorporated,7084235,2012-06-11,0491 - Services de conseillers en gestion,2012-06-11 au 2012-07-31,"21 131,00 $",Le présent marché a été adjugé à un fournisseur unique.
33,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=33,Commissionaires,7083544,2012-04-01,0460 - Services de protection,2012-04-01 au 2013-03-31,"1 357 157,15 $",Le présent marché a été adjugé dans le cadre d'un concours.
34,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=34,Commissionaires,7083545,2012-04-01,0460 - Services de protection,2012-04-01 au 2013-03-31,"84 750,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
35,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=35,Commissionaires  (Great Lakes),7083919,2012-04-12,0460 - Services de protection,2012-04-12 au 2012-04-12,"163 003,05 $",Le présent marché a été adjugé dans le cadre d'un concours.
36,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=36,Commissionaires  (Great Lakes),7083920,2012-04-12,0460 - Services de protection,2012-04-12 au 2012-04-12,"51 300,12 $",Le présent marché a été adjugé dans le cadre d'un concours.
37,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=37,Commissionaires  (Great Lakes),7083971,2012-04-01,0460 - Services de protection,2012-04-01 au 2013-03-31,"52 272,90 $",Le présent marché a été adjugé dans le cadre d'un concours.
38,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=38,Commissionaires  (Great Lakes),7083986,2012-04-01,0460 - Services de protection,2012-04-01 au 2013-03-31,"57 279,25 $",Le présent marché a été adjugé dans le cadre d'un concours.
39,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=39,Commissionaires  (Great Lakes),7083987,2012-04-01,0460 - Services de protection,2012-04-01 au 2013-03-31,"57 279,25 $",Le présent marché a été adjugé dans le cadre d'un concours.
40,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=40,CONEXSYS Communications Limited,8217110129,2012-04-02,0673 - Matériel informatique - environnement informatique client - ordinateur de bureau/personnel/portable,2012-04-02 au 2013-03-31,"28 987,18 $",Le présent marché a été adjugé à un fournisseur unique.
41,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=41,CONEXSYS Communications Limited,8217110137,2012-04-01,0524 - Location de logiciel,2012-04-01 au 2013-03-31,"53 807,65 $",Le présent marché a été adjugé à un fournisseur unique.
42,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=42,CONEXSYS Communications Limited,9960110186,2012-04-02,1225 - Pièces de matériel de télécommunications,2013-03-31,"23 237,45 $",Le présent marché a été adjugé dans le cadre d'un concours.
43,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=43,Canadian Corps of Commissionaires,7083601,2012-04-01,0460 - Services de protection,2012-04-01 au 2013-03-31,"58 870,48 $",Le présent marché a été adjugé dans le cadre d'un concours.
44,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=44,Canadian Corps of Commissionaires,7083602,2012-04-05,0460 - Services de protection,2012-04-05 au 2013-03-31,"11 424,29 $",Le présent marché a été adjugé dans le cadre d'un concours.
45,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=45,Canadian Corps of Commissionaires,7084187,2012-06-06,0460 - Services de protection,2012-06-06 au 2013-03-31,"25 004,20 $",Le présent marché a été adjugé dans le cadre d'un concours.
46,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=46,Canon Canada Incorporated,7083948,2012-06-01,"0533 - Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",2012-06-01 au 2015-05-31,"11 496,18 $",Le présent marché a été adjugé à un fournisseur unique.
47,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=47,Carey Stevens and Associates,7083917,2012-05-08,0491 - Services de conseillers en gestion,2012-05-08 au 2012-07-16,"25 000,00 $",Le présent marché a été adjugé à un fournisseur unique.
48,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=48,Chide.it Incorporated,7081501,2011-08-01,0472 - Conseillers en technologie d'information,2011-08-01 au 2013-07-31,"5 763,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
49,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=49,Commissionaires - Hamilton,7084164,2012-05-28,0460 - Services de protection,2012-05-28 au 2012-06-01,"11 627,36 $",Le présent marché a été adjugé dans le cadre d'un concours.
50,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=50,Commissionaires - Hamilton,7084165,2012-05-28,0460 - Services de protection,2012-05-28 au 2012-06-01,"11 627,36 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
51,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=51,Commissionaires - Hamilton,7084166,2012-05-28,0460 - Services de protection,2012-05-28 au 2012-06-01,"11 627,36 $",Le présent marché a été adjugé dans le cadre d'un concours.
52,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=52,Commissionaires - Hamilton,7084188,2012-05-31,0460 - Services de protection,2012-05-31 au 2012-06-01,"11 627,36 $",Le présent marché a été adjugé dans le cadre d'un concours.
53,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=53,Commissionaires - Hamilton,7084189,2012-05-31,0460 - Services de protection,2012-05-31 au 2012-06-01,"11 627,36 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
54,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=54,Cossette Communication Incorporated,8803120010,2012-04-19,0301 - Services de réclame,2012-04-19 au 2013-03-31,"570 085,00 $",Le présent marché a été adjugé dans le cadre d'un concours.
55,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=55,DALIAN Enterprises Incorporated,7060024,2007-03-01,0472 - Conseillers en technologie d'information,2007-03-01 au 2012-07-31,"91 584,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
56,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=56,DALIAN Enterprises Incorporated,7060024,2012-06-29,0472 - Conseillers en technologie d'information,2007-03-01 au 2012-07-31,"1 116 396,94 $ Modifiée ",Le présent marché comprend une modification ou plus.
57,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=57,Dona Cona Incorporated,7059857,2007-02-19,0472 - Conseillers en technologie d'information,2007-02-19 au 2012-07-31,"77 910,00 $",Le présent marché a été adjugé dans le cadre d'un concours.
58,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=58,Dona Cona Incorporated,7059857,2012-06-29,0472 - Conseillers en technologie d'information,2007-02-19 au 2012-07-31,"1 157 691,76 $ Modifiée ",Le présent marché comprend une modification ou plus.
59,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=59,Dr. Bernard Elfassy,8304090460,2010-05-01,"0451 - Autres services de santé, non spécifiés ailleurs",2010-05-01 au 2012-10-31,"209 185,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
60,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=60,Dr. Bernard Elfassy,8304090460,2012-04-19,"0451 - Autres services de santé, non spécifiés ailleurs",2010-05-01 au 2012-10-31,"536 285,00 $ Modifiée ",Le présent marché comprend une modification ou plus.
61,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=61,DUNORD Technologies Incorporated,8217080140,2009-06-28,0524 - Location de logiciel,2009-06-28 au 2012-06-27,"9 450,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
62,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=62,DUNORD Technologies Incorporated,8217080140,2012-05-24,0524 - Location de logiciel,2009-06-28 au 2012-06-27,"54 330,25 $ Modifiée ",Le présent marché comprend une modification ou plus.
63,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=63,David Aplin Group,7084185,2012-05-31,0492 - Contrats de recherche,2012-05-31 au 2013-03-31,"37 290,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
64,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=64,Delgaty and Associates Consulting Limited,7083272,2012-04-02,0492 - Contrats de recherche,2012-04-02 au 2012-06-15,"24 885,49 $",Le présent marché a été adjugé à un fournisseur unique.
65,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=65,Dessau,7082553,2011-12-05,0473 - Experts-conseils en technologie de l’information,2011-12-05 au 2013-12-11,"91 530,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
66,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=66,Dessau,7082553,2012-05-31,0473 - Experts-conseils en technologie de l’information,2011-12-05 au 2012-12-11,"183 060,00 $ Modifiée ",Le présent marché comprend une modification ou plus.
67,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=67,Ecole de Langues ABCE Inc.,7083421,2012-04-01,"0447 - Frais d'enseignement et frais de participation à des cours comprenant les séminaires, non spécifiés ailleurs",2012-04-01 au 2013-01-29,"44 625,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
68,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=68,EKOS Research Associates Incorporated,8815120021,2012-05-15,0351 - Les services professionnels de communication non spécifiés ailleurs,2012-05-15 au 2013-03-31,"9 963,27 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
69,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=69,Embarcadero Technologies Incorported,8217110171,2012-04-04,0583 - Frais de licence/maintenance de logiciels d'application (comprenant les logiciels commerciaux) et logiciels d'élaboration et de mise en oeuvre d'applications,2012-04-04 au 2012-04-04,"54 382,25 $",Le présent marché a été adjugé dans le cadre d'un concours.
70,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=70,Excel Human Resources,7084000,2012-04-30,0813 - Services d'aide temporaire,2012-04-30 au 2013-03-30,"183 060,00 $",Le présent marché a été adjugé dans le cadre d'un concours.
71,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=71,Excel Human Resources,7084213,2012-06-11,0813 - Services d'aide temporaire,2012-06-11 au 2013-01-04,"21 566,76 $",Le présent marché a été adjugé dans le cadre d'un concours.
72,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=72,Ecole de Langues de l`Estrie,7083832,2012-04-01,"0447 - Frais d'enseignement et frais de participation à des cours comprenant les séminaires, non spécifiés ailleurs",2012-04-01 au 2012-06-29,"7 560,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
73,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=73,Emtec Infrastructure Services Canad,8217110172,2012-04-01,0583 - Frais de licence/maintenance de logiciels d'application (comprenant les logiciels commerciaux) et logiciels d'élaboration et de mise en oeuvre d'applications,2012-04-01 au 2013-03-31,"138 737,90 $",Le présent marché a été adjugé dans le cadre d'un concours.
74,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=74,Fairview Investments Limited,7084279,2012-05-16,0630 - Édifices à bureaux,2012-05-16 au 2012-05-16,"10 162,09 $",Le présent marché a été adjugé dans le cadre d'un concours.
75,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=75,Fawcett File and Storage Systems Incorporated,7084283,2012-06-18,0630 - Édifices à bureaux,2012-06-18 au 2014-10-18,"19 536,57 $",Le présent marché a été adjugé dans le cadre d'un concours.
76,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=76,Flash Courier Services Incorporated,7084020,2012-04-01,0213 - Services de messager,2012-04-01 au 2013-03-31,"14 828,80 $",Le présent marché a été adjugé à un fournisseur unique.
77,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=77,FMC Professionals Inc.,7083879,2012-04-02,0491 - Services de conseillers en gestion,2012-04-02 au 2013-03-29,"70 512,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
78,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=78,FSC Incorporated,7083566,2012-04-20,0460 - Services de protection,2012-04-20 au 2012-04-20,"109 160,65 $",Le présent marché a été adjugé dans le cadre d'un concours.
79,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=79,FSC Incorporated,7084322,2012-06-27,1245 - Matières et pièces de la sécurité et de la sanitation,2012-09-27,"11 398,41 $",Le présent marché a été adjugé dans le cadre d'un concours.
80,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=80,G4S Cash Services (Canada) Limited,7083988,2012-04-01,0460 - Services de protection,2012-04-01 au 2012-09-30,"16 950,00 $",Le présent marché a été adjugé à un fournisseur unique.
81,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=81,Hackett Consulting Inc.,7084134,2012-05-23,0491 - Services de conseillers en gestion,2012-05-23 au 2013-05-22,"29 334,80 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
82,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=82,Ian Martin Limited,7083905,2012-04-10,0813 - Services d'aide temporaire,2012-04-10 au 2013-03-01,"213 163,20 $",Le présent marché a été adjugé dans le cadre d'un concours.
83,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=83,Ian Martin Limited,7084239,2012-06-13,0813 - Services d'aide temporaire,2012-06-13 au 2013-03-29,"72 969,75 $",Le présent marché a été adjugé dans le cadre d'un concours.
84,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=84,Identity Systems Incorporated,8217060484,2007-04-01,0582 - Frais de licence/maintenance des logiciels client,2007-04-01 au 2013-03-31,"113 752,96 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
85,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=85,Identity Systems Incorporated,8217060484,2012-06-27,0582 - Frais de licence/maintenance des logiciels client,0001-01-01 au 0001-01-01,"700 166,77 $ Modifiée ",Le présent marché comprend une modification ou plus.
86,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=86,Intercontinental Toronto Centre,7084169,2012-05-28,0570 - Location- autres,2012-05-28 au 2012-06-05,"13 164,88 $",Le présent marché a été adjugé à un fournisseur unique.
87,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=87,International Organization for Migration,7070087,2009-01-29,"0451 - Autres services de santé, non spécifiés ailleurs",2009-01-29 au 2012-06-29,"96 878,25 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
88,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=88,International Organization for Migration,7070087,2012-04-24,"0451 - Autres services de santé, non spécifiés ailleurs",2009-01-29 au 2012-06-29,"549 056,71 $ Modifiée ",Le présent marché comprend une modification ou plus.
89,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=89,ITEX Incorporated,8090110149,2012-06-05,1239 - Autre matériel et pièces de bureau,2012-08-05,"82 882,80 $",Le présent marché a été adjugé dans le cadre d'un concours.
90,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=90,Knowledge Circle,7081491,2011-08-02,"0447 - Frais d'enseignement et frais de participation à des cours comprenant les séminaires, non spécifiés ailleurs",2011-08-02 au 2012-09-07,"34 125,00 $",Le présent marché a été adjugé dans le cadre d'un concours. Le présent marché comprend une modification ou plus.
91,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=91,Knowledge Circle,7081491,2012-05-29,"0447 - Frais d'enseignement et frais de participation à des cours comprenant les séminaires, non spécifiés ailleurs",2011-08-02 au 2012-09-07,"63 375,00 $ Modifiée ",Le présent marché comprend une modification ou plus.
92,http://www.cic.gc.ca/disclosure-divulgation/index-fra.aspx?dept=1&lang=fra&p=4&c=92,Konica Minolta Business Solutions,7072747,2009-08-01,"0533 - Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",2009-08-01 au 2013-09-30,"9 962,40 $",Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.  Le présent marché comprend une modification ou plus.
